order,temperatur,simulation,sch_method,chain lenght,found_distances
181,75,10,geometric,500,897.6399532706481
182,75,10,geometric,500,1041.6819891274577
183,75,10,geometric,500,1068.040155177143
184,75,10,geometric,500,1024.8402321172086
185,75,10,geometric,500,963.4008580020654
186,75,10,geometric,500,935.4127782595701
187,75,10,geometric,500,935.6574914721356
188,75,10,geometric,500,1031.0856132468737
189,75,10,geometric,500,977.639074384768
190,75,10,geometric,500,1034.9165668296005
191,75,10,geometric,500,895.7406174651929
192,75,10,geometric,500,950.8470519318405
193,75,10,geometric,500,1005.554225957271
194,75,10,geometric,500,939.5772523552782
195,75,10,geometric,500,1054.7790593182165
196,75,10,geometric,500,826.6399011812879
197,75,10,geometric,500,903.3740031595061
198,75,10,geometric,500,902.1734092151322
199,75,10,geometric,500,904.2519905249991
200,75,10,geometric,500,914.5836686045103
201,75,10,geometric,500,940.17836412128
202,75,10,geometric,500,929.2193722422218
203,75,10,geometric,500,833.3263043903485
204,75,10,geometric,500,848.8711302725152
205,75,10,geometric,500,892.5044716382799
206,75,10,geometric,500,847.6610256187748
207,75,10,geometric,500,905.1984816056784
208,75,10,geometric,500,899.5707519125618
209,75,10,geometric,500,919.5378963039383
210,75,10,geometric,500,870.4118842804502
211,75,10,geometric,500,843.2712808394206
212,75,10,geometric,500,892.3288861282408
213,75,10,geometric,500,822.1374931990642
214,75,10,geometric,500,846.5193179299712
215,75,10,geometric,500,875.9910604502874
216,75,10,geometric,500,841.3883196599857
217,75,10,geometric,500,853.6997400612191
218,75,10,geometric,500,809.4850060130457
219,75,10,geometric,500,809.2526116922032
220,75,10,geometric,500,799.2134944472489
221,75,10,geometric,500,767.6470122655812
222,75,10,geometric,500,756.4909452386083
223,75,10,geometric,500,773.7049468925385
224,75,10,geometric,500,786.4736520938336
225,75,10,geometric,500,834.9689242568342
226,75,10,geometric,500,869.895671252224
227,75,10,geometric,500,886.254398992129
228,75,10,geometric,500,848.4628275043233
229,75,10,geometric,500,846.8518357656809
230,75,10,geometric,500,818.0746912810973
231,75,10,geometric,500,837.5656793455729
232,75,10,geometric,500,755.0808151205964
233,75,10,geometric,500,739.5775904108805
234,75,10,geometric,500,766.3493717842784
235,75,10,geometric,500,719.2731862882772
236,75,10,geometric,500,783.4609183375183
237,75,10,geometric,500,772.8681298639883
238,75,10,geometric,500,761.0764846017003
239,75,10,geometric,500,747.7570728063333
240,75,10,geometric,500,769.436523129717
241,75,10,geometric,500,696.7452000047715
242,75,10,geometric,500,780.9569721909553
243,75,10,geometric,500,817.7484272466819
244,75,10,geometric,500,741.0561299566825
245,75,10,geometric,500,767.78241456386
246,75,10,geometric,500,760.2019448439337
247,75,10,geometric,500,730.2092952400723
248,75,10,geometric,500,619.3299135565854
249,75,10,geometric,500,617.3867604484516
250,75,10,geometric,500,631.7182762641836
251,75,10,geometric,500,686.4441988683622
252,75,10,geometric,500,648.297277736418
253,75,10,geometric,500,620.6634317125057
254,75,10,geometric,500,624.4566434208499
255,75,10,geometric,500,614.1871157827148
256,75,10,geometric,500,613.089169510558
257,75,10,geometric,500,608.1807143670703
258,75,10,geometric,500,715.6187558755051
259,75,10,geometric,500,683.3978634865641
260,75,10,geometric,500,710.7376843584747
261,75,10,geometric,500,659.9131768027115
262,75,10,geometric,500,647.9059197763424
263,75,10,geometric,500,614.465246838967
264,75,10,geometric,500,604.4508481126193
265,75,10,geometric,500,619.2630625140255
266,75,10,geometric,500,635.1048543759412
267,75,10,geometric,500,611.9450115945923
268,75,10,geometric,500,599.9643776918901
269,75,10,geometric,500,568.1759365209301
270,75,10,geometric,500,582.1327685768894
271,75,10,geometric,500,555.5535177036938
272,75,10,geometric,500,603.0495118806571
273,75,10,geometric,500,617.70598811242
274,75,10,geometric,500,617.5325859609671
275,75,10,geometric,500,664.3353659777448
276,75,10,geometric,500,636.73793354052
277,75,10,geometric,500,655.7079550703514
278,75,10,geometric,500,682.713027296483
279,75,10,geometric,500,700.0320844126289
280,75,10,geometric,500,705.3582609682916
281,75,10,geometric,500,625.5842800776965
282,75,10,geometric,500,631.4546565325006
283,75,10,geometric,500,592.2826205284314
284,75,10,geometric,500,566.5638354773039
285,75,10,geometric,500,548.1158510563648
286,75,10,geometric,500,573.7835602584695
287,75,10,geometric,500,643.9020529703238
288,75,10,geometric,500,603.334208426066
289,75,10,geometric,500,539.4163246715835
290,75,10,geometric,500,549.3343252532918
291,75,10,geometric,500,528.4936325572488
292,75,10,geometric,500,540.2636256456008
293,75,10,geometric,500,552.1741720449226
294,75,10,geometric,500,597.5611402206887
295,75,10,geometric,500,588.6407641217319
296,75,10,geometric,500,590.1737709090776
297,75,10,geometric,500,576.9178092870453
298,75,10,geometric,500,557.9832885225217
299,75,10,geometric,500,526.3977100802424
300,75,10,geometric,500,512.3417120837584
301,75,10,geometric,500,528.4011770552974
302,75,10,geometric,500,559.7836824527678
303,75,10,geometric,500,564.0454135480959
304,75,10,geometric,500,523.8883002535028
305,75,10,geometric,500,519.9641059038387
306,75,10,geometric,500,522.1303622739312
307,75,10,geometric,500,528.7587987724094
308,75,10,geometric,500,527.2049572745474
309,75,10,geometric,500,497.0585107455198
310,75,10,geometric,500,521.4523104350754
311,75,10,geometric,500,532.0614798973684
312,75,10,geometric,500,531.4199013393569
313,75,10,geometric,500,515.3493647109498
314,75,10,geometric,500,525.9750972274951
315,75,10,geometric,500,521.3387725729444
316,75,10,geometric,500,519.0576948950087
317,75,10,geometric,500,543.8387308972832
318,75,10,geometric,500,513.1649598221304
319,75,10,geometric,500,499.5841837564382
320,75,10,geometric,500,501.81926657005357
321,75,10,geometric,500,511.04015420907484
322,75,10,geometric,500,486.67106019643353
323,75,10,geometric,500,489.6625190512595
324,75,10,geometric,500,486.20916730228845
325,75,10,geometric,500,487.0090591119278
326,75,10,geometric,500,497.80380347829765
327,75,10,geometric,500,514.8662210443581
328,75,10,geometric,500,521.6168702856338
329,75,10,geometric,500,526.0637768537463
330,75,10,geometric,500,498.4520118640799
331,75,10,geometric,500,489.5728914923761
332,75,10,geometric,500,498.3507508968963
333,75,10,geometric,500,530.8372924670962
334,75,10,geometric,500,500.2768524447719
335,75,10,geometric,500,503.52195755226603
336,75,10,geometric,500,494.18647302383715
337,75,10,geometric,500,496.67139114423907
338,75,10,geometric,500,497.37649659079887
339,75,10,geometric,500,503.17976850414414
340,75,10,geometric,500,493.9919790402973
341,75,10,geometric,500,492.88489648920773
342,75,10,geometric,500,503.0830089001802
343,75,10,geometric,500,484.00913315654293
344,75,10,geometric,500,484.5374767192527
345,75,10,geometric,500,482.3507009882922
346,75,10,geometric,500,485.44167526159714
347,75,10,geometric,500,479.8849772128235
348,75,10,geometric,500,498.7204944367689
349,75,10,geometric,500,504.6425269464639
350,75,10,geometric,500,508.38376749621256
351,75,10,geometric,500,486.36048638907334
352,75,10,geometric,500,481.9948676775925
353,75,10,geometric,500,482.4042875030381
354,75,10,geometric,500,486.44934820567056
355,75,10,geometric,500,482.322401259736
356,75,10,geometric,500,490.78702676661925
357,75,10,geometric,500,493.59233996783576
358,75,10,geometric,500,489.1599271767248
359,75,10,geometric,500,480.69987380764695
360,75,10,geometric,500,475.87375715543783
361,75,10,geometric,500,474.73947335364886
362,75,10,geometric,500,478.3365991129734
363,75,10,geometric,500,489.7665616621813
364,75,10,geometric,500,479.35566381204234
365,75,10,geometric,500,478.11169236006054
366,75,10,geometric,500,466.61986985367633
367,75,10,geometric,500,458.54927375168
368,75,10,geometric,500,459.8711555086431
369,75,10,geometric,500,465.18401689981226
370,75,10,geometric,500,462.2776581263204
371,75,10,geometric,500,458.78312573739305
372,75,10,geometric,500,454.73979136555414
373,75,10,geometric,500,454.60732969318303
374,75,10,geometric,500,460.4423958166255
375,75,10,geometric,500,466.89796829923995
376,75,10,geometric,500,472.98898043140565
377,75,10,geometric,500,478.351917887968
378,75,10,geometric,500,482.97370445282303
379,75,10,geometric,500,474.7918605267726
380,75,10,geometric,500,473.119062106043
381,75,10,geometric,500,470.0424021193975
382,75,10,geometric,500,466.65829421777903
383,75,10,geometric,500,460.7607779480234
384,75,10,geometric,500,468.75494968988033
385,75,10,geometric,500,453.8856292724133
386,75,10,geometric,500,455.55292193067606
387,75,10,geometric,500,464.3940584705278
388,75,10,geometric,500,461.87634919117994
389,75,10,geometric,500,461.87634919117994
390,75,10,geometric,500,462.4406007961115
391,75,10,geometric,500,461.7454031701816
392,75,10,geometric,500,456.8951998560882
393,75,10,geometric,500,453.58751537967913
394,75,10,geometric,500,453.58751537967913
395,75,10,geometric,500,458.7734755886358
396,75,10,geometric,500,460.24658935985815
397,75,10,geometric,500,454.88431617808294
398,75,10,geometric,500,455.2819673605476
399,75,10,geometric,500,453.34942838139705
400,75,10,geometric,500,455.314834932394
401,75,10,geometric,500,453.34942838139705
402,75,10,geometric,500,456.57432177025737
403,75,10,geometric,500,456.35689163748845
404,75,10,geometric,500,455.50452602231485
405,75,10,geometric,500,457.4544720867841
406,75,10,geometric,500,456.0161560093842
407,75,10,geometric,500,450.49627891616984
408,75,10,geometric,500,448.781524082798
409,75,10,geometric,500,448.781524082798
410,75,10,geometric,500,449.43616247263054
411,75,10,geometric,500,447.59188219641317
412,75,10,geometric,500,450.51864004043955
413,75,10,geometric,500,451.0176081182157
414,75,10,geometric,500,450.1522353346572
415,75,10,geometric,500,446.7265094128547
416,75,10,geometric,500,446.7265094128547
417,75,10,geometric,500,449.64689686635654
418,75,10,geometric,500,447.6039424930508
419,75,10,geometric,500,447.6039424930508
420,75,10,geometric,500,448.43302169036065
421,75,10,geometric,500,448.43302169036065
422,75,10,geometric,500,450.0629787359833
423,75,10,geometric,500,458.6454711125058
424,75,10,geometric,500,452.97130589284757
425,75,10,geometric,500,449.22183924203586
426,75,10,geometric,500,451.39798018675873
427,75,10,geometric,500,451.39798018675873
428,75,10,geometric,500,451.1872457930328
429,75,10,geometric,500,451.1872457930328
430,75,10,geometric,500,450.5326074032002
431,75,10,geometric,500,450.5326074032002
432,75,10,geometric,500,452.3768876794175
433,75,10,geometric,500,453.42564012355496
434,75,10,geometric,500,448.570789689072
435,75,10,geometric,500,448.175170099265
436,75,10,geometric,500,449.6361873269473
437,75,10,geometric,500,451.26614437256995
438,75,10,geometric,500,457.2694019810353
439,75,10,geometric,500,453.17133074716435
440,75,10,geometric,500,460.1168307940096
441,75,10,geometric,500,452.0477124089806
442,75,10,geometric,500,452.0477124089806
443,75,10,geometric,500,452.0477124089806
444,75,10,geometric,500,447.59803381306324
445,75,10,geometric,500,449.62361044849274
446,75,10,geometric,500,450.97950047133224
447,75,10,geometric,500,449.0283585059957
448,75,10,geometric,500,447.580656075187
449,75,10,geometric,500,447.580656075187
450,75,10,geometric,500,448.38590449299096
451,75,10,geometric,500,448.38590449299096
452,75,10,geometric,500,448.175170099265
453,75,10,geometric,500,449.79432708641605
454,75,10,geometric,500,449.5517093335892
455,75,10,geometric,500,450.3974309446218
456,75,10,geometric,500,449.534331595713
457,75,10,geometric,500,450.41708211714774
458,75,10,geometric,500,450.41708211714786
459,75,10,geometric,500,450.61043877299755
460,75,10,geometric,500,450.61043877299755
461,75,10,geometric,500,450.6278165108738
462,75,10,geometric,500,453.2632563457678
463,75,10,geometric,500,453.2458786078915
464,75,10,geometric,500,450.3997043792716
465,75,10,geometric,500,448.769747333649
466,75,10,geometric,500,448.769747333649
467,75,10,geometric,500,448.78712507152517
468,75,10,geometric,500,448.11510894381644
469,75,10,geometric,500,448.11510894381644
470,75,10,geometric,500,448.11510894381644
471,75,10,geometric,500,448.11510894381644
472,75,10,geometric,500,447.90437455009044
473,75,10,geometric,500,448.11510894381644
474,75,10,geometric,500,448.1324866816925
475,75,10,geometric,500,448.99785946525105
476,75,10,geometric,500,449.8609588141598
477,75,10,geometric,500,449.8609588141598
478,75,10,geometric,500,447.90437455009044
479,75,10,geometric,500,447.90437455009044
480,75,10,geometric,500,448.13248668169257
481,75,10,geometric,500,447.9217522879666
482,75,10,geometric,500,448.78712507152517
483,75,10,geometric,500,447.9217522879666
484,75,10,geometric,500,447.9043745500903
485,75,10,geometric,500,447.9043745500903
486,75,10,geometric,500,447.9043745500903
487,75,10,geometric,500,447.9043745500903
488,75,10,geometric,500,447.9043745500903
489,75,10,geometric,500,447.9043745500903
490,75,10,geometric,500,450.32545141194555
491,75,10,geometric,500,448.14699230291717
492,75,10,geometric,500,447.9043745500903
493,75,10,geometric,500,447.9043745500903
494,75,10,geometric,500,447.9043745500903
495,75,10,geometric,500,448.1151089438163
496,75,10,geometric,500,447.9043745500903
497,75,10,geometric,500,448.1151089438163
498,75,10,geometric,500,448.1151089438163
499,75,10,geometric,500,448.3751044345194
500,75,10,geometric,500,448.3751044345194
501,75,10,geometric,500,448.13248668169257
502,75,10,geometric,500,448.13248668169257
503,75,10,geometric,500,447.9217522879665
504,75,10,geometric,500,447.9217522879665
505,75,10,geometric,500,448.76974733364887
506,75,10,geometric,500,448.98048172737487
507,75,10,geometric,500,448.13248668169257
508,75,10,geometric,500,448.13248668169257
509,75,10,geometric,500,448.9745730473874
510,75,10,geometric,500,448.9571953095112
511,75,10,geometric,500,449.199813062338
512,75,10,geometric,500,449.199813062338
513,75,10,geometric,500,449.199813062338
514,75,10,geometric,500,448.4634065966218
515,75,10,geometric,500,449.2983944739192
516,75,10,geometric,500,449.2983944739192
517,75,10,geometric,500,449.2983944739192
518,75,10,geometric,500,449.2983944739192
519,75,10,geometric,500,446.52783531576625
520,75,10,geometric,500,446.52783531576625
521,75,10,geometric,500,446.52783531576625
522,75,10,geometric,500,446.52783531576625
523,75,10,geometric,500,446.52783531576625
524,75,10,geometric,500,446.52783531576625
525,75,10,geometric,500,446.52783531576625
526,75,10,geometric,500,446.52783531576625
527,75,10,geometric,500,446.52783531576625
528,75,10,geometric,500,446.52783531576625
529,75,10,geometric,500,446.73856970949225
530,75,10,geometric,500,446.73856970949225
531,75,10,geometric,500,446.73856970949225
532,75,10,geometric,500,446.52783531576625
533,75,10,geometric,500,446.52783531576625
534,75,10,geometric,500,446.52783531576625
535,75,10,geometric,500,446.54521305364244
536,75,10,geometric,500,446.7559474473684
537,75,10,geometric,500,446.54521305364244
538,75,10,geometric,500,446.5278353157662
539,75,10,geometric,500,446.52783531576614
540,75,10,geometric,500,446.52783531576614
541,75,10,geometric,500,446.52783531576614
542,75,10,geometric,500,446.7385697094921
543,75,10,geometric,500,446.52783531576614
544,75,10,geometric,500,446.52783531576614
545,75,10,geometric,500,446.52783531576614
546,75,10,geometric,500,446.52783531576614
547,75,10,geometric,500,446.5452130536423
548,75,10,geometric,500,446.5452130536424
549,75,10,geometric,500,446.7559474473683
550,75,10,geometric,500,446.7559474473683
551,75,10,geometric,500,446.7559474473684
552,75,10,geometric,500,446.54521305364244
553,75,10,geometric,500,446.7559474473683
554,75,10,geometric,500,446.5452130536424
555,75,10,geometric,500,446.54521305364244
556,75,10,geometric,500,446.54521305364244
557,75,10,geometric,500,446.5452130536424
558,75,10,geometric,500,446.52783531576614
559,75,10,geometric,500,446.7385697094921
560,75,10,geometric,500,446.73856970949214
561,75,10,geometric,500,446.7385697094921
562,75,10,geometric,500,446.73856970949214
563,75,10,geometric,500,446.54521305364244
564,75,10,geometric,500,446.54521305364244
565,75,10,geometric,500,446.54521305364244
566,75,10,geometric,500,446.54521305364244
567,75,10,geometric,500,446.54521305364244
568,75,10,geometric,500,446.7559474473685
569,75,10,geometric,500,446.7559474473683
570,75,10,geometric,500,446.7559474473684
571,75,10,geometric,500,446.7559474473684
572,75,10,geometric,500,446.7559474473684
573,75,10,geometric,500,446.54521305364244
574,75,10,geometric,500,446.5452130536425
575,75,10,geometric,500,446.52783531576625
576,75,10,geometric,500,446.52783531576625
577,75,10,geometric,500,446.52783531576625
578,75,10,geometric,500,446.54521305364244
579,75,10,geometric,500,446.54521305364244
580,75,10,geometric,500,446.54521305364244
581,75,10,geometric,500,446.5452130536425
582,75,10,geometric,500,446.5452130536425
583,75,10,geometric,500,446.5452130536425
584,75,10,geometric,500,446.5452130536425
585,75,10,geometric,500,446.54521305364244
586,75,10,geometric,500,446.5452130536424
587,75,10,geometric,500,446.5452130536423
588,75,10,geometric,500,446.52783531576614
589,75,10,geometric,500,446.52783531576614
590,75,10,geometric,500,446.52783531576614
591,75,10,geometric,500,446.54521305364244
592,75,10,geometric,500,446.5452130536424
593,75,10,geometric,500,446.54521305364244
594,75,10,geometric,500,446.54521305364244
595,75,10,geometric,500,446.54521305364244
596,75,10,geometric,500,446.54521305364244
597,75,10,geometric,500,446.5452130536424
598,75,10,geometric,500,446.5278353157662
599,75,10,geometric,500,446.54521305364244
600,75,10,geometric,500,446.5452130536424
601,75,10,geometric,500,446.7559474473684
602,75,10,geometric,500,446.7559474473684
603,75,10,geometric,500,446.5452130536424
604,75,10,geometric,500,446.5452130536424
605,75,10,geometric,500,446.52783531576614
606,75,10,geometric,500,446.52783531576614
607,75,10,geometric,500,446.52783531576614
608,75,10,geometric,500,446.52783531576614
609,75,10,geometric,500,446.52783531576614
610,75,10,geometric,500,446.5452130536424
611,75,10,geometric,500,446.5278353157661
612,75,10,geometric,500,446.5278353157661
613,75,10,geometric,500,446.5278353157661
614,75,10,geometric,500,446.5278353157661
615,75,10,geometric,500,446.5452130536424
616,75,10,geometric,500,446.5452130536424
617,75,10,geometric,500,446.5278353157661
618,75,10,geometric,500,446.5452130536424
619,75,10,geometric,500,446.52783531576614
620,75,10,geometric,500,446.52783531576614
621,75,10,geometric,500,446.5452130536424
622,75,10,geometric,500,446.5452130536424
623,75,10,geometric,500,446.7559474473684
624,75,10,geometric,500,446.7559474473684
625,75,10,geometric,500,446.5452130536424
626,75,10,geometric,500,446.54521305364244
627,75,10,geometric,500,446.54521305364244
628,75,10,geometric,500,446.54521305364244
629,75,10,geometric,500,446.54521305364244
630,75,10,geometric,500,446.54521305364244
631,75,10,geometric,500,446.54521305364244
632,75,10,geometric,500,446.52783531576614
633,75,10,geometric,500,446.52783531576614
634,75,10,geometric,500,446.73856970949214
635,75,10,geometric,500,446.73856970949214
636,75,10,geometric,500,446.52783531576614
637,75,10,geometric,500,446.54521305364244
638,75,10,geometric,500,446.54521305364244
639,75,10,geometric,500,446.54521305364244
640,75,10,geometric,500,446.54521305364244
641,75,10,geometric,500,446.54521305364244
642,75,10,geometric,500,446.5452130536423
643,75,10,geometric,500,446.54521305364244
644,75,10,geometric,500,446.54521305364244
645,75,10,geometric,500,446.52783531576614
646,75,10,geometric,500,446.54521305364244
647,75,10,geometric,500,446.52783531576614
648,75,10,geometric,500,446.52783531576614
649,75,10,geometric,500,446.52783531576614
650,75,10,geometric,500,446.7559474473684
651,75,10,geometric,500,446.54521305364244
652,75,10,geometric,500,446.54521305364244
653,75,10,geometric,500,446.73856970949214
654,75,10,geometric,500,446.73856970949214
655,75,10,geometric,500,446.73856970949214
656,75,10,geometric,500,446.5278353157662
657,75,10,geometric,500,446.5278353157662
658,75,10,geometric,500,446.5278353157662
659,75,10,geometric,500,446.73856970949214
660,75,10,geometric,500,446.738569709492
661,75,10,geometric,500,446.738569709492
662,75,10,geometric,500,446.73856970949214
663,75,10,geometric,500,446.52783531576614
664,75,10,geometric,500,446.52783531576614
665,75,10,geometric,500,446.52783531576614
666,75,10,geometric,500,446.52783531576614
667,75,10,geometric,500,446.5278353157661
668,75,10,geometric,500,446.5278353157661
669,75,10,geometric,500,446.5278353157661
670,75,10,geometric,500,446.5278353157661
671,75,10,geometric,500,446.5278353157661
672,75,10,geometric,500,446.5452130536424
673,75,10,geometric,500,446.5278353157661
674,75,10,geometric,500,446.5278353157661
675,75,10,geometric,500,446.5278353157661
676,75,10,geometric,500,446.5278353157661
677,75,10,geometric,500,446.5278353157661
678,75,10,geometric,500,446.5278353157661
679,75,10,geometric,500,446.5278353157661
680,75,10,geometric,500,446.5278353157661
681,75,10,geometric,500,446.5278353157661
682,75,10,geometric,500,446.5278353157661
683,75,10,geometric,500,446.5278353157661
684,75,10,geometric,500,446.5278353157661
685,75,10,geometric,500,446.5278353157661
686,75,10,geometric,500,446.5278353157661
687,75,10,geometric,500,446.5278353157661
688,75,10,geometric,500,446.5452130536424
689,75,10,geometric,500,446.5452130536424
690,75,10,geometric,500,446.5452130536424
