order,temperatur,simulation,sch_method,chain lenght,found_distances
150,15,10,geometric,500,498.786468315462
151,15,10,geometric,500,530.4886505402628
152,15,10,geometric,500,552.5098940457128
153,15,10,geometric,500,528.8011640867064
154,15,10,geometric,500,518.7655968649796
155,15,10,geometric,500,520.0071779579563
156,15,10,geometric,500,549.9338109755455
157,15,10,geometric,500,571.2695644941736
158,15,10,geometric,500,514.0541753499507
159,15,10,geometric,500,504.2727660771438
160,15,10,geometric,500,497.16565815204086
161,15,10,geometric,500,498.39280444999844
162,15,10,geometric,500,510.7855243941787
163,15,10,geometric,500,512.7441474753533
164,15,10,geometric,500,535.301936807718
165,15,10,geometric,500,499.52552310951955
166,15,10,geometric,500,508.3223471521382
167,15,10,geometric,500,502.80050102045186
168,15,10,geometric,500,482.61637921382317
169,15,10,geometric,500,497.3561259249291
170,15,10,geometric,500,486.343690524948
171,15,10,geometric,500,505.5702806484703
172,15,10,geometric,500,489.29754466914596
173,15,10,geometric,500,527.2443029376491
174,15,10,geometric,500,525.3066805628521
175,15,10,geometric,500,519.4683009361127
176,15,10,geometric,500,508.708077491411
177,15,10,geometric,500,516.5946458970574
178,15,10,geometric,500,509.74448028786406
179,15,10,geometric,500,475.0571799734971
180,15,10,geometric,500,481.2156233789086
181,15,10,geometric,500,500.0161452931761
182,15,10,geometric,500,493.7787002173228
183,15,10,geometric,500,499.34283903965127
184,15,10,geometric,500,503.93159687591253
185,15,10,geometric,500,489.8016454867866
186,15,10,geometric,500,499.2148800667428
187,15,10,geometric,500,507.8198053900724
188,15,10,geometric,500,501.69821589861317
189,15,10,geometric,500,480.16539210745964
190,15,10,geometric,500,483.5277516576316
191,15,10,geometric,500,479.17740334278915
192,15,10,geometric,500,481.30304132397623
193,15,10,geometric,500,505.8899897592698
194,15,10,geometric,500,492.8564305640314
195,15,10,geometric,500,489.66244620960146
196,15,10,geometric,500,492.18358576203565
197,15,10,geometric,500,485.3927156952235
198,15,10,geometric,500,482.58085784403045
199,15,10,geometric,500,477.9917409992913
200,15,10,geometric,500,467.8289020356973
201,15,10,geometric,500,476.8629270914635
202,15,10,geometric,500,486.171907014861
203,15,10,geometric,500,487.8252576106098
204,15,10,geometric,500,476.85206501310523
205,15,10,geometric,500,474.32100504303503
206,15,10,geometric,500,471.17482403076286
207,15,10,geometric,500,471.6082487955216
208,15,10,geometric,500,478.18262544410356
209,15,10,geometric,500,474.0771747083764
210,15,10,geometric,500,463.21477799688506
211,15,10,geometric,500,468.59124698081195
212,15,10,geometric,500,463.1498175043915
213,15,10,geometric,500,461.04069402938643
214,15,10,geometric,500,472.49392240523247
215,15,10,geometric,500,467.71566503481216
216,15,10,geometric,500,456.0362235722351
217,15,10,geometric,500,453.4300903177525
218,15,10,geometric,500,457.068981616678
219,15,10,geometric,500,459.3092681547172
220,15,10,geometric,500,455.1147631911874
221,15,10,geometric,500,459.6314282006091
222,15,10,geometric,500,464.6991260519088
223,15,10,geometric,500,457.2514493724504
224,15,10,geometric,500,465.35528185309033
225,15,10,geometric,500,462.59468554558674
226,15,10,geometric,500,458.010825771301
227,15,10,geometric,500,450.2114104958035
228,15,10,geometric,500,448.75470675481523
229,15,10,geometric,500,454.15613752582397
230,15,10,geometric,500,457.2775034046467
231,15,10,geometric,500,460.99941382408826
232,15,10,geometric,500,453.8788476140343
233,15,10,geometric,500,452.1578371175222
234,15,10,geometric,500,453.8950550998407
235,15,10,geometric,500,453.02968231628216
236,15,10,geometric,500,446.8114147517697
237,15,10,geometric,500,446.8114147517697
238,15,10,geometric,500,450.2725651124223
239,15,10,geometric,500,452.0133255833463
240,15,10,geometric,500,452.52390386724517
241,15,10,geometric,500,448.4000755558875
242,15,10,geometric,500,455.79720063042475
243,15,10,geometric,500,460.48144541983913
244,15,10,geometric,500,458.7382682814929
245,15,10,geometric,500,459.60417449596594
246,15,10,geometric,500,456.5680066489749
247,15,10,geometric,500,462.10724988574077
248,15,10,geometric,500,455.7986558716587
249,15,10,geometric,500,457.48471840187256
250,15,10,geometric,500,446.1752416991486
251,15,10,geometric,500,445.69524577607035
252,15,10,geometric,500,445.69524577607035
253,15,10,geometric,500,445.6186527120079
254,15,10,geometric,500,447.075356452996
255,15,10,geometric,500,444.641944894098
256,15,10,geometric,500,445.0212038199739
257,15,10,geometric,500,447.07333291119136
258,15,10,geometric,500,447.07333291119136
259,15,10,geometric,500,446.52674592178477
260,15,10,geometric,500,446.52674592178477
261,15,10,geometric,500,445.6613731382262
262,15,10,geometric,500,446.6380809561361
263,15,10,geometric,500,446.38127708102866
264,15,10,geometric,500,446.46277417489875
265,15,10,geometric,500,452.6034677182068
266,15,10,geometric,500,454.29193966652383
267,15,10,geometric,500,454.5402176168196
268,15,10,geometric,500,457.21389039646397
269,15,10,geometric,500,457.61227484706967
270,15,10,geometric,500,453.9612964867724
271,15,10,geometric,500,456.31527930471236
272,15,10,geometric,500,456.3152793047125
273,15,10,geometric,500,457.05573709086184
274,15,10,geometric,500,454.0734314445997
275,15,10,geometric,500,455.8411186567544
276,15,10,geometric,500,460.38906223808493
277,15,10,geometric,500,459.4963199261371
278,15,10,geometric,500,457.32218922611895
279,15,10,geometric,500,453.2590086127025
280,15,10,geometric,500,454.05906904282136
281,15,10,geometric,500,452.72334355341604
282,15,10,geometric,500,451.59731457742237
283,15,10,geometric,500,449.05136087706313
284,15,10,geometric,500,449.9799755963629
285,15,10,geometric,500,448.8706244878573
286,15,10,geometric,500,452.9064935954306
287,15,10,geometric,500,453.3001336149705
288,15,10,geometric,500,451.89470230333524
289,15,10,geometric,500,451.89470230333535
290,15,10,geometric,500,450.6500705939009
291,15,10,geometric,500,449.67336277599105
292,15,10,geometric,500,450.5256121319569
293,15,10,geometric,500,450.90487105783274
294,15,10,geometric,500,454.6208870298708
295,15,10,geometric,500,452.5826935013368
296,15,10,geometric,500,452.5826935013368
297,15,10,geometric,500,451.86278955853436
298,15,10,geometric,500,450.1743176102174
299,15,10,geometric,500,447.25218096645676
300,15,10,geometric,500,446.2754731485469
301,15,10,geometric,500,446.2754731485469
302,15,10,geometric,500,446.2754731485469
303,15,10,geometric,500,445.881833129007
304,15,10,geometric,500,445.8818331290071
305,15,10,geometric,500,444.37409756989575
306,15,10,geometric,500,444.3790015997034
307,15,10,geometric,500,444.3790015997034
308,15,10,geometric,500,444.3790015997034
309,15,10,geometric,500,444.75826052557926
310,15,10,geometric,500,447.7818380889515
311,15,10,geometric,500,447.61277292630683
312,15,10,geometric,500,446.5624146003111
313,15,10,geometric,500,446.55751057050344
314,15,10,geometric,500,446.91156127558537
315,15,10,geometric,500,446.5624146003111
316,15,10,geometric,500,448.0701501594223
317,15,10,geometric,500,448.0701501594223
318,15,10,geometric,500,445.3305336327966
319,15,10,geometric,500,445.3305336327966
320,15,10,geometric,500,445.3305336327966
321,15,10,geometric,500,446.1959064163551
322,15,10,geometric,500,446.1959064163551
323,15,10,geometric,500,447.78183808895153
324,15,10,geometric,500,446.916465305393
325,15,10,geometric,500,447.4277873838696
326,15,10,geometric,500,447.42778738386966
327,15,10,geometric,500,447.77259965941147
328,15,10,geometric,500,446.0997294940698
329,15,10,geometric,500,446.1365145858396
330,15,10,geometric,500,446.1365145858396
331,15,10,geometric,500,445.2711418022811
332,15,10,geometric,500,442.52178407075615
333,15,10,geometric,500,443.3871568543147
334,15,10,geometric,500,443.96429314051653
335,15,10,geometric,500,444.9410009584264
336,15,10,geometric,500,444.9410009584264
337,15,10,geometric,500,445.15173535215234
338,15,10,geometric,500,444.07072414506024
339,15,10,geometric,500,444.07072414506024
340,15,10,geometric,500,440.22902633543197
341,15,10,geometric,500,439.46305291124804
342,15,10,geometric,500,439.46305291124804
343,15,10,geometric,500,439.2523185175221
344,15,10,geometric,500,439.2523185175221
345,15,10,geometric,500,439.2523185175221
346,15,10,geometric,500,439.46305291124804
347,15,10,geometric,500,437.8379998954332
348,15,10,geometric,500,437.8330958656255
349,15,10,geometric,500,437.8330958656255
350,15,10,geometric,500,437.83309586562547
351,15,10,geometric,500,437.83309586562547
352,15,10,geometric,500,437.8330958656255
353,15,10,geometric,500,437.6223614718996
354,15,10,geometric,500,437.6223614718996
355,15,10,geometric,500,437.6223614718996
356,15,10,geometric,500,437.6223614718996
357,15,10,geometric,500,438.59906928980945
358,15,10,geometric,500,438.59906928980945
359,15,10,geometric,500,437.6223614718996
360,15,10,geometric,500,437.6223614718996
361,15,10,geometric,500,437.62726550170714
362,15,10,geometric,500,437.62726550170714
363,15,10,geometric,500,437.62726550170714
364,15,10,geometric,500,437.62726550170714
365,15,10,geometric,500,437.8379998954332
366,15,10,geometric,500,437.8379998954332
367,15,10,geometric,500,437.8379998954332
368,15,10,geometric,500,437.8379998954332
369,15,10,geometric,500,437.62726550170714
370,15,10,geometric,500,437.62726550170714
371,15,10,geometric,500,437.62726550170714
372,15,10,geometric,500,437.83799989543314
373,15,10,geometric,500,437.83799989543314
374,15,10,geometric,500,437.6223614718995
375,15,10,geometric,500,437.6223614718996
376,15,10,geometric,500,437.6223614718996
377,15,10,geometric,500,437.6223614718996
378,15,10,geometric,500,437.8330958656255
379,15,10,geometric,500,437.8330958656255
380,15,10,geometric,500,437.6223614718996
381,15,10,geometric,500,437.62726550170714
382,15,10,geometric,500,437.6223614718996
383,15,10,geometric,500,437.8379998954331
384,15,10,geometric,500,437.8330958656255
385,15,10,geometric,500,437.8330958656255
386,15,10,geometric,500,437.6223614718996
387,15,10,geometric,500,437.6223614718995
388,15,10,geometric,500,437.6223614718995
389,15,10,geometric,500,437.6223614718995
390,15,10,geometric,500,437.6223614718995
391,15,10,geometric,500,437.6272655017072
392,15,10,geometric,500,437.6223614718995
393,15,10,geometric,500,437.8330958656256
394,15,10,geometric,500,437.6223614718995
395,15,10,geometric,500,437.8330958656256
396,15,10,geometric,500,437.8330958656255
397,15,10,geometric,500,437.8330958656256
398,15,10,geometric,500,437.8330958656256
399,15,10,geometric,500,437.8330958656256
400,15,10,geometric,500,437.83799989543314
401,15,10,geometric,500,437.83799989543314
402,15,10,geometric,500,437.8330958656256
403,15,10,geometric,500,437.83799989543314
404,15,10,geometric,500,437.83799989543314
405,15,10,geometric,500,437.6223614718995
406,15,10,geometric,500,437.6223614718996
407,15,10,geometric,500,437.6223614718995
408,15,10,geometric,500,437.6223614718995
409,15,10,geometric,500,437.6223614718995
410,15,10,geometric,500,437.6272655017072
411,15,10,geometric,500,437.6272655017072
412,15,10,geometric,500,438.49263828526574
413,15,10,geometric,500,437.6272655017072
414,15,10,geometric,500,437.6272655017072
415,15,10,geometric,500,437.6272655017072
416,15,10,geometric,500,437.6272655017072
417,15,10,geometric,500,437.83799989543314
418,15,10,geometric,500,437.83799989543314
419,15,10,geometric,500,437.62726550170714
420,15,10,geometric,500,437.6272655017072
421,15,10,geometric,500,437.6272655017072
422,15,10,geometric,500,437.6272655017072
423,15,10,geometric,500,437.6272655017072
424,15,10,geometric,500,437.6272655017072
425,15,10,geometric,500,437.6272655017072
426,15,10,geometric,500,437.62726550170714
427,15,10,geometric,500,437.6223614718996
428,15,10,geometric,500,437.6223614718996
429,15,10,geometric,500,437.6223614718996
430,15,10,geometric,500,437.6223614718996
431,15,10,geometric,500,437.6223614718996
432,15,10,geometric,500,437.6223614718996
433,15,10,geometric,500,437.6223614718996
434,15,10,geometric,500,437.62726550170714
435,15,10,geometric,500,437.6223614718996
436,15,10,geometric,500,437.62726550170714
437,15,10,geometric,500,437.62726550170714
438,15,10,geometric,500,437.62726550170714
439,15,10,geometric,500,437.62726550170714
440,15,10,geometric,500,437.62726550170714
441,15,10,geometric,500,437.62726550170714
442,15,10,geometric,500,437.6272655017072
443,15,10,geometric,500,437.62726550170714
444,15,10,geometric,500,437.62726550170714
445,15,10,geometric,500,437.62726550170714
446,15,10,geometric,500,437.62726550170714
447,15,10,geometric,500,437.62726550170714
448,15,10,geometric,500,437.62726550170714
449,15,10,geometric,500,437.62726550170714
450,15,10,geometric,500,437.62726550170714
451,15,10,geometric,500,437.62726550170714
452,15,10,geometric,500,437.6272655017072
453,15,10,geometric,500,437.6223614718995
454,15,10,geometric,500,437.6223614718995
455,15,10,geometric,500,437.6223614718995
456,15,10,geometric,500,437.6223614718995
457,15,10,geometric,500,437.6223614718995
458,15,10,geometric,500,437.6223614718995
459,15,10,geometric,500,437.6223614718995
460,15,10,geometric,500,437.6223614718995
461,15,10,geometric,500,437.6223614718995
462,15,10,geometric,500,437.6223614718995
463,15,10,geometric,500,437.6223614718996
464,15,10,geometric,500,437.6223614718996
465,15,10,geometric,500,437.6223614718996
466,15,10,geometric,500,437.6223614718996
467,15,10,geometric,500,437.6223614718996
468,15,10,geometric,500,437.6223614718996
469,15,10,geometric,500,437.6223614718996
470,15,10,geometric,500,437.6223614718996
471,15,10,geometric,500,437.6223614718995
472,15,10,geometric,500,437.6223614718995
473,15,10,geometric,500,437.62236147189964
474,15,10,geometric,500,437.6272655017072
475,15,10,geometric,500,437.6272655017072
476,15,10,geometric,500,437.6272655017072
477,15,10,geometric,500,437.6272655017072
478,15,10,geometric,500,437.6272655017072
479,15,10,geometric,500,437.6272655017072
480,15,10,geometric,500,437.6272655017072
481,15,10,geometric,500,437.6272655017072
482,15,10,geometric,500,437.6272655017072
483,15,10,geometric,500,437.62236147189964
484,15,10,geometric,500,437.62236147189964
485,15,10,geometric,500,437.62236147189964
486,15,10,geometric,500,437.62236147189964
487,15,10,geometric,500,437.8330958656256
488,15,10,geometric,500,437.8330958656256
489,15,10,geometric,500,437.8330958656256
490,15,10,geometric,500,437.62236147189964
491,15,10,geometric,500,437.6272655017072
492,15,10,geometric,500,437.6272655017072
493,15,10,geometric,500,437.6272655017072
494,15,10,geometric,500,437.6272655017072
495,15,10,geometric,500,437.6272655017072
496,15,10,geometric,500,437.6272655017072
497,15,10,geometric,500,437.6272655017072
498,15,10,geometric,500,437.6272655017072
499,15,10,geometric,500,437.6272655017072
500,15,10,geometric,500,437.6223614718996
501,15,10,geometric,500,437.6223614718995
502,15,10,geometric,500,437.6223614718995
503,15,10,geometric,500,437.62236147189964
504,15,10,geometric,500,437.62236147189964
505,15,10,geometric,500,437.62236147189964
506,15,10,geometric,500,437.6272655017072
507,15,10,geometric,500,437.6272655017072
508,15,10,geometric,500,437.6272655017072
509,15,10,geometric,500,437.6272655017072
510,15,10,geometric,500,437.6272655017072
511,15,10,geometric,500,437.6272655017072
512,15,10,geometric,500,437.6272655017072
513,15,10,geometric,500,437.6272655017072
514,15,10,geometric,500,437.6272655017072
515,15,10,geometric,500,437.62236147189964
516,15,10,geometric,500,437.62236147189964
517,15,10,geometric,500,437.62236147189964
518,15,10,geometric,500,437.62236147189964
519,15,10,geometric,500,437.62236147189964
520,15,10,geometric,500,437.62236147189964
521,15,10,geometric,500,437.62236147189964
522,15,10,geometric,500,437.62236147189964
523,15,10,geometric,500,437.62236147189964
524,15,10,geometric,500,437.62236147189964
525,15,10,geometric,500,437.62236147189964
526,15,10,geometric,500,437.62236147189964
527,15,10,geometric,500,437.6272655017072
528,15,10,geometric,500,437.62236147189964
529,15,10,geometric,500,437.62236147189964
530,15,10,geometric,500,437.62236147189964
531,15,10,geometric,500,437.62236147189964
532,15,10,geometric,500,437.62236147189964
533,15,10,geometric,500,437.62236147189964
534,15,10,geometric,500,437.62236147189964
535,15,10,geometric,500,437.62236147189964
536,15,10,geometric,500,437.62236147189964
537,15,10,geometric,500,437.62236147189964
538,15,10,geometric,500,437.62236147189964
539,15,10,geometric,500,437.6223614718995
540,15,10,geometric,500,437.6223614718995
541,15,10,geometric,500,437.6223614718996
542,15,10,geometric,500,437.62726550170714
543,15,10,geometric,500,437.62726550170714
544,15,10,geometric,500,437.6272655017072
545,15,10,geometric,500,437.6272655017072
546,15,10,geometric,500,437.6272655017072
547,15,10,geometric,500,437.62726550170714
548,15,10,geometric,500,437.62726550170714
549,15,10,geometric,500,437.62726550170714
550,15,10,geometric,500,437.62726550170714
551,15,10,geometric,500,437.6272655017072
552,15,10,geometric,500,437.6223614718996
553,15,10,geometric,500,437.6223614718996
554,15,10,geometric,500,437.6223614718996
555,15,10,geometric,500,437.6223614718996
556,15,10,geometric,500,437.6223614718996
557,15,10,geometric,500,437.6223614718996
558,15,10,geometric,500,437.8330958656255
559,15,10,geometric,500,437.8330958656255
560,15,10,geometric,500,437.8379998954332
561,15,10,geometric,500,437.8379998954332
562,15,10,geometric,500,437.62726550170714
563,15,10,geometric,500,437.6223614718995
564,15,10,geometric,500,437.6223614718995
565,15,10,geometric,500,437.6223614718995
566,15,10,geometric,500,437.6223614718995
567,15,10,geometric,500,437.6223614718995
568,15,10,geometric,500,437.6272655017072
569,15,10,geometric,500,437.6272655017072
570,15,10,geometric,500,437.62726550170714
571,15,10,geometric,500,437.62726550170714
572,15,10,geometric,500,437.62726550170714
573,15,10,geometric,500,437.62726550170714
574,15,10,geometric,500,437.62726550170714
575,15,10,geometric,500,437.62726550170714
576,15,10,geometric,500,437.62726550170714
577,15,10,geometric,500,437.6223614718995
578,15,10,geometric,500,437.6223614718995
579,15,10,geometric,500,437.6223614718996
580,15,10,geometric,500,437.62726550170714
581,15,10,geometric,500,437.6272655017071
582,15,10,geometric,500,437.62726550170714
583,15,10,geometric,500,437.62726550170714
584,15,10,geometric,500,437.62726550170714
585,15,10,geometric,500,437.62726550170714
586,15,10,geometric,500,437.6223614718995
587,15,10,geometric,500,437.6223614718995
588,15,10,geometric,500,437.6223614718995
589,15,10,geometric,500,437.6272655017072
590,15,10,geometric,500,437.6272655017072
591,15,10,geometric,500,437.6272655017072
592,15,10,geometric,500,437.6272655017072
593,15,10,geometric,500,437.6272655017072
594,15,10,geometric,500,437.62726550170714
595,15,10,geometric,500,437.6223614718996
596,15,10,geometric,500,437.6223614718996
597,15,10,geometric,500,437.6223614718995
598,15,10,geometric,500,437.6223614718996
599,15,10,geometric,500,437.6223614718996
600,15,10,geometric,500,437.62726550170714
601,15,10,geometric,500,437.62726550170714
602,15,10,geometric,500,437.62726550170714
603,15,10,geometric,500,437.62726550170714
604,15,10,geometric,500,437.62726550170714
605,15,10,geometric,500,437.6223614718995
606,15,10,geometric,500,437.6223614718996
607,15,10,geometric,500,437.6223614718996
608,15,10,geometric,500,437.6223614718996
609,15,10,geometric,500,437.6223614718995
610,15,10,geometric,500,437.6223614718995
611,15,10,geometric,500,437.6223614718995
612,15,10,geometric,500,437.6223614718995
613,15,10,geometric,500,437.6272655017071
614,15,10,geometric,500,437.6272655017072
615,15,10,geometric,500,437.6272655017072
616,15,10,geometric,500,437.6272655017072
617,15,10,geometric,500,437.6272655017072
618,15,10,geometric,500,437.6272655017072
619,15,10,geometric,500,437.6272655017072
620,15,10,geometric,500,437.6272655017072
621,15,10,geometric,500,437.6272655017072
622,15,10,geometric,500,437.6272655017072
623,15,10,geometric,500,437.6272655017072
624,15,10,geometric,500,437.6272655017072
625,15,10,geometric,500,437.6272655017072
626,15,10,geometric,500,437.6272655017072
627,15,10,geometric,500,437.6272655017072
628,15,10,geometric,500,437.6272655017072
629,15,10,geometric,500,437.6272655017072
630,15,10,geometric,500,437.62726550170714
631,15,10,geometric,500,437.6272655017072
632,15,10,geometric,500,437.6272655017072
633,15,10,geometric,500,437.6223614718995
634,15,10,geometric,500,437.6223614718996
635,15,10,geometric,500,437.6223614718995
636,15,10,geometric,500,437.6223614718995
637,15,10,geometric,500,437.6223614718995
638,15,10,geometric,500,437.6223614718995
639,15,10,geometric,500,437.6272655017071
640,15,10,geometric,500,437.6272655017071
641,15,10,geometric,500,437.6272655017071
642,15,10,geometric,500,437.6272655017072
643,15,10,geometric,500,437.6272655017072
644,15,10,geometric,500,437.6272655017071
645,15,10,geometric,500,437.62726550170714
646,15,10,geometric,500,437.6223614718996
647,15,10,geometric,500,437.6223614718995
648,15,10,geometric,500,437.6223614718995
649,15,10,geometric,500,437.6223614718995
650,15,10,geometric,500,437.6223614718995
651,15,10,geometric,500,437.6223614718995
652,15,10,geometric,500,437.6272655017072
653,15,10,geometric,500,437.6223614718995
654,15,10,geometric,500,437.62726550170714
655,15,10,geometric,500,437.62726550170714
656,15,10,geometric,500,437.62726550170714
657,15,10,geometric,500,437.6272655017072
658,15,10,geometric,500,437.6272655017072
659,15,10,geometric,500,437.6223614718995
660,15,10,geometric,500,437.6223614718995
661,15,10,geometric,500,437.6223614718995
662,15,10,geometric,500,437.6223614718996
663,15,10,geometric,500,437.6223614718995
664,15,10,geometric,500,437.6272655017072
665,15,10,geometric,500,437.6272655017072
666,15,10,geometric,500,437.62726550170714
667,15,10,geometric,500,437.6223614718996
668,15,10,geometric,500,437.6223614718996
669,15,10,geometric,500,437.6223614718996
670,15,10,geometric,500,437.6223614718996
671,15,10,geometric,500,437.6223614718996
672,15,10,geometric,500,437.6223614718996
673,15,10,geometric,500,437.6223614718996
674,15,10,geometric,500,437.6223614718996
675,15,10,geometric,500,437.62726550170714
676,15,10,geometric,500,437.62726550170714
677,15,10,geometric,500,437.6223614718996
678,15,10,geometric,500,437.6223614718996
679,15,10,geometric,500,437.6223614718995
680,15,10,geometric,500,437.6223614718996
681,15,10,geometric,500,437.6223614718996
682,15,10,geometric,500,437.6223614718996
683,15,10,geometric,500,437.6223614718996
684,15,10,geometric,500,437.62726550170714
685,15,10,geometric,500,437.62726550170714
686,15,10,geometric,500,437.62726550170714
687,15,10,geometric,500,437.62726550170714
688,15,10,geometric,500,437.62726550170714
689,15,10,geometric,500,437.6272655017072
690,15,10,geometric,500,437.6272655017072
691,15,10,geometric,500,437.6272655017072
692,15,10,geometric,500,437.6272655017071
693,15,10,geometric,500,437.6272655017072
694,15,10,geometric,500,437.6272655017072
695,15,10,geometric,500,437.6272655017072
696,15,10,geometric,500,437.6272655017072
