order,temperatur,simulation,sch_method,chain lenght,found_distances
426,45,10,geometric,500,448.37703503280653
427,45,10,geometric,500,448.37703503280653
428,45,10,geometric,500,448.37703503280653
429,45,10,geometric,500,448.37703503280653
430,45,10,geometric,500,448.37703503280653
431,45,10,geometric,500,448.3770350328066
432,45,10,geometric,500,448.9354541515122
433,45,10,geometric,500,448.94872783921153
434,45,10,geometric,500,448.9487278392114
435,45,10,geometric,500,448.9354541515122
436,45,10,geometric,500,449.5210480541016
437,45,10,geometric,500,448.36376134510726
438,45,10,geometric,500,448.36376134510726
439,45,10,geometric,500,448.36376134510726
440,45,10,geometric,500,448.36376134510726
441,45,10,geometric,500,449.80082693507075
442,45,10,geometric,500,451.5415874059946
443,45,10,geometric,500,449.8008269350707
444,45,10,geometric,500,449.8008269350707
445,45,10,geometric,500,449.8008269350707
446,45,10,geometric,500,449.8008269350707
447,45,10,geometric,500,449.22913412866586
448,45,10,geometric,500,449.22913412866586
449,45,10,geometric,500,449.22913412866586
450,45,10,geometric,500,448.3637613451073
451,45,10,geometric,500,448.3637613451073
452,45,10,geometric,500,448.3637613451073
453,45,10,geometric,500,448.3637613451073
454,45,10,geometric,500,448.3637613451073
455,45,10,geometric,500,450.10452181603125
456,45,10,geometric,500,448.36376134510726
457,45,10,geometric,500,448.36376134510726
458,45,10,geometric,500,448.36376134510726
459,45,10,geometric,500,448.3770350328066
460,45,10,geometric,500,449.5343217418008
461,45,10,geometric,500,448.9487278392114
462,45,10,geometric,500,448.9487278392114
463,45,10,geometric,500,448.9487278392114
464,45,10,geometric,500,448.9487278392115
465,45,10,geometric,500,448.9487278392115
466,45,10,geometric,500,448.9487278392115
467,45,10,geometric,500,448.9487278392114
468,45,10,geometric,500,448.3770350328065
469,45,10,geometric,500,448.37703503280653
470,45,10,geometric,500,448.37703503280653
471,45,10,geometric,500,448.37703503280653
472,45,10,geometric,500,448.37703503280653
473,45,10,geometric,500,449.53432174180085
474,45,10,geometric,500,449.53432174180085
475,45,10,geometric,500,448.3637613451073
476,45,10,geometric,500,448.3637613451073
477,45,10,geometric,500,448.3637613451073
478,45,10,geometric,500,448.3637613451073
479,45,10,geometric,500,448.3637613451073
480,45,10,geometric,500,448.3637613451073
481,45,10,geometric,500,448.3637613451073
482,45,10,geometric,500,448.36376134510726
483,45,10,geometric,500,448.36376134510726
484,45,10,geometric,500,448.36376134510726
485,45,10,geometric,500,448.36376134510726
486,45,10,geometric,500,448.36376134510726
487,45,10,geometric,500,448.36376134510726
488,45,10,geometric,500,448.36376134510726
489,45,10,geometric,500,448.3770350328065
490,45,10,geometric,500,448.37703503280653
491,45,10,geometric,500,448.37703503280653
492,45,10,geometric,500,448.37703503280653
493,45,10,geometric,500,448.37703503280653
494,45,10,geometric,500,448.37703503280653
495,45,10,geometric,500,448.3770350328065
496,45,10,geometric,500,448.36376134510726
497,45,10,geometric,500,448.36376134510726
498,45,10,geometric,500,448.36376134510726
499,45,10,geometric,500,448.36376134510726
500,45,10,geometric,500,448.3637613451073
501,45,10,geometric,500,448.3637613451072
502,45,10,geometric,500,448.3637613451072
503,45,10,geometric,500,448.3637613451072
504,45,10,geometric,500,448.3637613451072
505,45,10,geometric,500,448.3637613451073
506,45,10,geometric,500,448.36376134510726
507,45,10,geometric,500,448.36376134510726
508,45,10,geometric,500,448.3770350328066
509,45,10,geometric,500,448.3770350328066
510,45,10,geometric,500,448.3770350328065
511,45,10,geometric,500,448.36376134510726
512,45,10,geometric,500,448.36376134510726
513,45,10,geometric,500,448.36376134510726
514,45,10,geometric,500,448.36376134510726
515,45,10,geometric,500,448.3770350328066
516,45,10,geometric,500,448.3770350328066
517,45,10,geometric,500,448.3770350328066
518,45,10,geometric,500,448.3770350328066
519,45,10,geometric,500,448.3770350328065
520,45,10,geometric,500,448.3770350328065
521,45,10,geometric,500,448.3770350328066
522,45,10,geometric,500,448.3770350328066
523,45,10,geometric,500,448.3770350328066
524,45,10,geometric,500,448.3770350328066
525,45,10,geometric,500,448.36376134510726
526,45,10,geometric,500,449.7027584919492
527,45,10,geometric,500,448.9487278392114
528,45,10,geometric,500,448.9487278392114
529,45,10,geometric,500,448.9487278392114
530,45,10,geometric,500,448.9487278392114
531,45,10,geometric,500,448.9487278392114
532,45,10,geometric,500,449.5343217418009
533,45,10,geometric,500,449.5343217418008
534,45,10,geometric,500,449.5343217418008
535,45,10,geometric,500,448.3770350328065
536,45,10,geometric,500,448.3770350328065
537,45,10,geometric,500,448.36376134510726
538,45,10,geometric,500,448.36376134510726
539,45,10,geometric,500,448.36376134510726
540,45,10,geometric,500,448.36376134510726
541,45,10,geometric,500,448.3637613451073
542,45,10,geometric,500,448.3637613451073
543,45,10,geometric,500,448.3637613451072
544,45,10,geometric,500,448.3637613451072
545,45,10,geometric,500,448.3637613451072
546,45,10,geometric,500,448.3637613451072
547,45,10,geometric,500,448.3637613451072
548,45,10,geometric,500,448.3637613451072
549,45,10,geometric,500,448.3637613451072
550,45,10,geometric,500,448.3637613451072
551,45,10,geometric,500,448.3637613451072
552,45,10,geometric,500,448.36376134510726
553,45,10,geometric,500,448.36376134510726
554,45,10,geometric,500,448.36376134510726
555,45,10,geometric,500,448.36376134510726
556,45,10,geometric,500,448.36376134510726
557,45,10,geometric,500,448.3637613451072
558,45,10,geometric,500,448.3637613451072
559,45,10,geometric,500,448.36376134510726
560,45,10,geometric,500,448.3637613451073
561,45,10,geometric,500,448.36376134510726
562,45,10,geometric,500,448.3637613451073
563,45,10,geometric,500,448.3637613451073
564,45,10,geometric,500,448.3637613451073
565,45,10,geometric,500,448.3637613451073
566,45,10,geometric,500,448.3637613451073
567,45,10,geometric,500,448.3637613451073
568,45,10,geometric,500,448.37703503280653
569,45,10,geometric,500,448.3770350328066
570,45,10,geometric,500,448.37703503280653
571,45,10,geometric,500,448.3637613451073
572,45,10,geometric,500,448.3637613451073
573,45,10,geometric,500,448.3637613451073
574,45,10,geometric,500,448.3637613451073
575,45,10,geometric,500,448.36376134510726
576,45,10,geometric,500,448.3637613451073
577,45,10,geometric,500,448.3637613451074
578,45,10,geometric,500,448.3637613451073
579,45,10,geometric,500,448.3637613451073
580,45,10,geometric,500,448.3637613451073
581,45,10,geometric,500,448.3637613451073
582,45,10,geometric,500,448.3637613451073
583,45,10,geometric,500,448.3637613451074
584,45,10,geometric,500,448.36376134510726
585,45,10,geometric,500,448.36376134510726
586,45,10,geometric,500,448.3637613451073
587,45,10,geometric,500,448.3637613451073
588,45,10,geometric,500,448.3637613451073
589,45,10,geometric,500,448.3637613451073
590,45,10,geometric,500,448.3637613451073
591,45,10,geometric,500,448.3637613451073
592,45,10,geometric,500,448.37703503280653
593,45,10,geometric,500,448.37703503280653
594,45,10,geometric,500,448.37703503280653
595,45,10,geometric,500,448.37703503280653
596,45,10,geometric,500,448.37703503280653
597,45,10,geometric,500,448.37703503280653
598,45,10,geometric,500,448.37703503280653
599,45,10,geometric,500,448.3770350328066
600,45,10,geometric,500,448.3770350328066
601,45,10,geometric,500,448.3770350328066
602,45,10,geometric,500,448.3770350328066
603,45,10,geometric,500,448.3637613451074
604,45,10,geometric,500,448.3637613451074
605,45,10,geometric,500,448.36376134510726
606,45,10,geometric,500,448.36376134510726
607,45,10,geometric,500,448.36376134510726
608,45,10,geometric,500,448.36376134510726
609,45,10,geometric,500,448.3770350328065
610,45,10,geometric,500,448.3770350328065
611,45,10,geometric,500,448.36376134510726
612,45,10,geometric,500,448.3637613451073
613,45,10,geometric,500,448.3637613451073
614,45,10,geometric,500,448.3637613451073
615,45,10,geometric,500,448.3637613451073
616,45,10,geometric,500,448.3637613451073
617,45,10,geometric,500,448.36376134510726
618,45,10,geometric,500,448.3770350328065
619,45,10,geometric,500,448.3637613451073
620,45,10,geometric,500,448.3637613451073
621,45,10,geometric,500,448.3770350328065
622,45,10,geometric,500,448.37703503280653
623,45,10,geometric,500,448.3770350328065
624,45,10,geometric,500,448.3770350328065
625,45,10,geometric,500,448.3770350328065
626,45,10,geometric,500,448.3770350328065
627,45,10,geometric,500,448.37703503280653
628,45,10,geometric,500,448.37703503280653
629,45,10,geometric,500,448.37703503280653
630,45,10,geometric,500,448.37703503280653
631,45,10,geometric,500,448.37703503280653
632,45,10,geometric,500,448.37703503280653
633,45,10,geometric,500,448.37703503280653
634,45,10,geometric,500,448.37703503280653
635,45,10,geometric,500,448.37703503280653
636,45,10,geometric,500,448.3770350328065
637,45,10,geometric,500,448.36376134510726
638,45,10,geometric,500,448.36376134510726
639,45,10,geometric,500,448.36376134510726
640,45,10,geometric,500,448.3770350328065
641,45,10,geometric,500,448.37703503280653
642,45,10,geometric,500,448.3637613451073
643,45,10,geometric,500,448.3637613451073
644,45,10,geometric,500,448.3637613451073
645,45,10,geometric,500,448.3637613451073
646,45,10,geometric,500,448.3637613451073
647,45,10,geometric,500,448.36376134510726
648,45,10,geometric,500,448.36376134510726
649,45,10,geometric,500,448.36376134510726
650,45,10,geometric,500,448.36376134510726
651,45,10,geometric,500,448.3637613451073
652,45,10,geometric,500,448.3637613451073
653,45,10,geometric,500,448.3637613451073
654,45,10,geometric,500,448.3637613451073
655,45,10,geometric,500,448.37703503280653
656,45,10,geometric,500,448.37703503280653
657,45,10,geometric,500,448.37703503280653
658,45,10,geometric,500,448.37703503280653
659,45,10,geometric,500,448.37703503280653
660,45,10,geometric,500,448.3637613451073
661,45,10,geometric,500,448.37703503280653
662,45,10,geometric,500,448.37703503280653
663,45,10,geometric,500,448.37703503280653
664,45,10,geometric,500,448.37703503280653
665,45,10,geometric,500,448.37703503280653
666,45,10,geometric,500,448.37703503280653
667,45,10,geometric,500,448.37703503280653
668,45,10,geometric,500,448.37703503280653
669,45,10,geometric,500,448.3770350328065
670,45,10,geometric,500,448.3770350328065
671,45,10,geometric,500,448.37703503280653
672,45,10,geometric,500,448.37703503280653
673,45,10,geometric,500,448.37703503280653
674,45,10,geometric,500,448.3770350328065
675,45,10,geometric,500,448.3637613451073
676,45,10,geometric,500,448.3637613451073
677,45,10,geometric,500,448.36376134510726
678,45,10,geometric,500,448.36376134510726
679,45,10,geometric,500,448.3637613451073
680,45,10,geometric,500,448.3637613451073
681,45,10,geometric,500,448.3637613451073
682,45,10,geometric,500,448.36376134510726
683,45,10,geometric,500,448.36376134510726
684,45,10,geometric,500,448.3637613451073
685,45,10,geometric,500,448.36376134510726
686,45,10,geometric,500,448.3770350328065
687,45,10,geometric,500,448.3770350328065
688,45,10,geometric,500,448.36376134510726
689,45,10,geometric,500,448.36376134510726
690,45,10,geometric,500,448.36376134510726
691,45,10,geometric,500,448.36376134510726
