,order,Chain length,T
197,197,10,24.438996721219457
198,198,10,24.38287179783888
199,199,10,24.32681134507944
200,200,10,24.32681134507944
201,201,10,24.087613495091013
202,202,10,23.908218701519004
203,203,10,23.635022148011316
204,204,10,23.347296796361135
205,205,10,23.02779656982175
206,206,10,22.59391391934249
207,207,10,22.19691463354345
208,208,10,21.80395619145245
209,209,10,21.413113922971387
210,210,10,21.115540654927344
211,211,10,20.94731863478814
212,212,10,20.764920156808525
213,213,10,20.571509001864488
214,214,10,20.422791001318796
215,215,10,20.336231708127592
216,216,10,20.336231708127592
217,217,10,20.28573198009221
218,218,10,20.28573198009221
219,219,10,20.28573198009221
220,220,10,20.28573198009221
221,221,10,20.219534801479096
222,222,10,20.219534801479096
223,223,10,20.219534801479096
224,224,10,20.219534801479096
225,225,10,20.219534801479096
226,226,10,20.219534801479096
227,227,10,20.219534801479096
228,228,10,20.219534801479096
229,229,10,20.219534801479096
230,230,10,20.219534801479096
231,231,10,20.219534801479096
232,232,10,20.219534801479096
233,233,10,20.219534801479096
234,234,10,20.219534801479096
235,235,10,20.219534801479096
236,236,10,20.167820618297398
237,237,10,20.167820618297398
238,238,10,20.167820618297398
239,239,10,20.167820618297398
240,240,10,20.167820618297398
241,241,10,20.167820618297398
242,242,10,20.026326840482565
243,243,10,19.870764417353833
244,244,10,19.855410888220824
245,245,10,19.855410888220824
246,246,10,19.83814484997064
247,247,10,19.83814484997064
248,248,10,19.83814484997064
249,249,10,19.83814484997064
250,250,10,19.75342801541221
251,251,10,19.636864085722316
252,252,10,19.5582762567822
253,253,10,19.4456215449657
254,254,10,19.402126877132083
255,255,10,19.341481644761785
256,256,10,19.341481644761785
257,257,10,19.341481644761785
258,258,10,19.326248040367723
259,259,10,19.301339231896318
260,260,10,19.301339231896318
261,261,10,19.281527635129358
262,262,10,19.27167567655776
263,263,10,19.27167567655776
264,264,10,19.246190070804964
265,265,10,19.246190070804964
266,266,10,19.246190070804964
267,267,10,19.246190070804964
268,268,10,19.223737069903738
269,269,10,19.178200830039394
270,270,10,19.178200830039394
271,271,10,19.14625917201851
272,272,10,19.131739590786513
273,273,10,19.117231020490767
274,274,10,19.117231020490767
275,275,10,19.020914742379993
276,276,10,18.931652796909617
277,277,10,18.838952387503735
278,278,10,18.802174802869857
279,279,10,18.802174802869857
280,280,10,18.802174802869857
281,281,10,18.802174802869857
282,282,10,18.792625379640842
283,283,10,18.792625379640842
284,284,10,18.792625379640842
285,285,10,18.74678132741245
286,286,10,18.66332874647871
287,287,10,18.66332874647871
288,288,10,18.632837453153797
289,289,10,18.582154417246585
290,290,10,18.54374530920574
291,291,10,18.507907612037418
292,292,10,18.445828279716636
293,293,10,18.416907350116023
294,294,10,18.373328153384215
295,295,10,18.236846483507282
296,296,10,18.038180439503048
297,297,10,17.826047889685388
298,298,10,17.587121438796963
299,299,10,17.455886394880192
300,300,10,17.304085321012384
301,301,10,17.13416264000937
302,302,10,16.985534451185774
303,303,10,16.77227935403443
304,304,10,16.541943785098507
305,305,10,16.27431913793155
306,306,10,15.990355925825332
307,307,10,15.676386464550847
308,308,10,15.353427565834595
309,309,10,15.037122142426309
310,310,10,14.803712008103368
311,311,10,14.567782319684103
312,312,10,14.326580159962365
313,313,10,14.126229428935412
314,314,10,13.945833309415589
315,315,10,13.709502947179132
316,316,10,13.562264194839422
317,317,10,13.47896493133179
318,318,10,13.402190234360019
319,319,10,13.276163995512679
320,320,10,13.117786219517212
321,321,10,12.961316897030851
322,322,10,12.961316897030851
323,323,10,12.961316897030851
324,324,10,12.961316897030851
325,325,10,12.933939561969854
326,326,10,12.933939561969854
327,327,10,12.933939561969854
328,328,10,12.933939561969854
329,329,10,12.933939561969854
330,330,10,12.933939561969854
331,331,10,12.927450383288438
332,332,10,12.920964460338947
333,333,10,12.920964460338947
334,334,10,12.920964460338947
335,335,10,12.920964460338947
336,336,10,12.920964460338947
337,337,10,12.86795235662996
338,338,10,12.86795235662996
339,339,10,12.86795235662996
340,340,10,12.86795235662996
341,341,10,12.86795235662996
342,342,10,12.86795235662996
343,343,10,12.86795235662996
344,344,10,12.86795235662996
345,345,10,12.86795235662996
346,346,10,12.86795235662996
347,347,10,12.86795235662996
348,348,10,12.85194606590645
349,349,10,12.85194606590645
350,350,10,12.817439553143103
351,351,10,12.817439553143103
352,352,10,12.775912757413275
353,353,10,12.73452050296655
354,354,10,12.73452050296655
355,355,10,12.73452050296655
356,356,10,12.722521613045314
357,357,10,12.722521613045314
358,358,10,12.722521613045314
359,359,10,12.722521613045314
360,360,10,12.722521613045314
361,361,10,12.689712066702715
362,362,10,12.642697424626482
363,363,10,12.611827747172027
364,364,10,12.576648127553943
365,365,10,12.484973777100949
366,366,10,12.398007149021032
367,367,10,12.314951694840563
368,368,10,12.21389155393556
369,369,10,12.162628508744257
370,370,10,12.128938221977625
371,371,10,12.099416949615188
372,372,10,12.05746809595916
373,373,10,12.0429598742943
374,374,10,12.0429598742943
375,375,10,12.0429598742943
376,376,10,12.015813169184726
377,377,10,12.005424528377109
378,378,10,11.996910796610559
379,379,10,11.988403102417143
380,380,10,11.9548440793195
381,381,10,11.933020510335217
382,382,10,11.933020510335217
383,383,10,11.933020510335217
384,384,10,11.928848292802797
385,385,10,11.928848292802797
386,386,10,11.920388017298027
387,387,10,11.920388017298027
388,388,10,11.891152482558148
389,389,10,11.861988649887891
390,390,10,11.861988649887891
391,391,10,11.847593301879074
392,392,10,11.81241353500048
393,393,10,11.780856378007233
394,394,10,11.714242308943886
395,395,10,11.645023702416097
396,396,10,11.547039955398807
397,397,10,11.449880664812428
398,398,10,11.364583785882001
399,399,10,11.279922333447995
400,400,10,11.204700974694687
401,401,10,11.140724198600177
402,402,10,11.073852615527986
403,403,10,11.00477272214511
404,404,10,10.974094168145799
405,405,10,10.93694132951003
406,406,10,10.886592858396556
407,407,10,10.886592858396556
408,408,10,10.886592858396556
409,409,10,10.886592858396556
410,410,10,10.86235538017371
411,411,10,10.836417720070141
412,412,10,10.836417720070141
413,413,10,10.836417720070141
414,414,10,10.832316874246859
415,415,10,10.832316874246859
416,416,10,10.832316874246859
417,417,10,10.830635278663127
418,418,10,10.825891131826111
419,419,10,10.82114906306934
420,420,10,10.79591470477695
421,421,10,10.770739191699121
422,422,10,10.721738459822467
423,423,10,10.672960653381264
424,424,10,10.647758994347186
425,425,10,10.63329908964669
426,426,10,10.63329908964669
427,427,10,10.621214069439102
428,428,10,10.621214069439102
429,429,10,10.621214069439102
430,430,10,10.621214069439102
431,431,10,10.621214069439102
432,432,10,10.621214069439102
433,433,10,10.621214069439102
434,434,10,10.621214069439102
435,435,10,10.621214069439102
436,436,10,10.621214069439102
437,437,10,10.618405909550676
438,438,10,10.615598492116163
439,439,10,10.615598492116163
440,440,10,10.574240338595722
441,441,10,10.533043315591275
442,442,10,10.465259587542267
443,443,10,10.44454787498405
444,444,10,10.44454787498405
445,445,10,10.44454787498405
446,446,10,10.44454787498405
447,447,10,10.44454787498405
448,448,10,10.44454787498405
449,449,10,10.393678314476555
450,450,10,10.31468076201242
451,451,10,10.244771731174069
452,452,10,10.178162365077615
453,453,10,10.116258338063322
454,454,10,10.054730814038775
455,455,10,9.993577503096388
456,456,10,9.932796129255886
457,457,10,9.932796129255886
458,458,10,9.932796129255886
459,459,10,9.932796129255886
460,460,10,9.932796129255886
461,461,10,9.932796129255886
462,462,10,9.932796129255886
463,463,10,9.932796129255886
464,464,10,9.908594369408602
465,465,10,9.879200015203605
466,466,10,9.847812200403546
467,467,10,9.847812200403546
468,468,10,9.844512604102183
469,469,10,9.841214113359653
470,470,10,9.841214113359653
471,471,10,9.841214113359653
472,472,10,9.841214113359653
473,473,10,9.841214113359653
474,474,10,9.841214113359653
475,475,10,9.841214113359653
476,476,10,9.839968364568552
477,477,10,9.839968364568552
478,478,10,9.839968364568552
479,479,10,9.839968364568552
480,480,10,9.834964101965337
481,481,10,9.828108229686007
482,482,10,9.821257136578643
483,483,10,9.814410819311721
484,484,10,9.814410819311721
485,485,10,9.814410819311721
486,486,10,9.814410819311721
487,487,10,9.814410819311721
488,488,10,9.814410819311721
489,489,10,9.814410819311721
490,490,10,9.814410819311721
491,491,10,9.814410819311721
492,492,10,9.80890014289521
493,493,10,9.803392560658791
494,494,10,9.789611134097074
495,495,10,9.789611134097074
496,496,10,9.787704720824708
497,497,10,9.787704720824708
498,498,10,9.787097101061832
499,499,10,9.787097101061832
500,500,10,9.787097101061832
501,501,10,9.787097101061832
502,502,10,9.787097101061832
503,503,10,9.781436729641955
504,504,10,9.781436729641955
505,505,10,9.781436729641955
506,506,10,9.781436729641955
507,507,10,9.781436729641955
508,508,10,9.76830734503937
509,509,10,9.7613755742985
510,510,10,9.689417131766685
511,511,10,9.61798914904683
512,512,10,9.547087715720611
513,513,10,9.476708950196343
514,514,10,9.395457120664918
515,515,10,9.314901931690558
516,516,10,9.253064119486945
517,517,10,9.191636823147716
518,518,10,9.162415095330022
519,519,10,9.142678679387263
520,520,10,9.122984776920505
521,521,10,9.122984776920505
522,522,10,9.122984776920505
523,523,10,9.122984776920505
524,524,10,9.120480681318229
525,525,10,9.114293219017684
526,526,10,9.093937242556118
527,527,10,9.093937242556118
528,528,10,9.093937242556118
529,529,10,9.093937242556118
530,530,10,9.06955987995239
531,531,10,9.051940683833779
532,532,10,9.037817129948335
533,533,10,9.027997085843529
534,534,10,9.003938930881569
535,535,10,8.983949167467987
536,536,10,8.978817477676875
537,537,10,8.978817477676875
538,538,10,8.978817477676875
539,539,10,8.978817477676875
540,540,10,8.965478825534486
541,541,10,8.952159988879094
542,542,10,8.940083718433343
543,543,10,8.940083718433343
544,544,10,8.940083718433343
545,545,10,8.940083718433343
546,546,10,8.940083718433343
547,547,10,8.940083718433343
548,548,10,8.940083718433343
549,549,10,8.940083718433343
550,550,10,8.940083718433343
551,551,10,8.940083718433343
552,552,10,8.940083718433343
553,553,10,8.940083718433343
554,554,10,8.940083718433343
555,555,10,8.940083718433343
556,556,10,8.940083718433343
557,557,10,8.940083718433343
558,558,10,8.884527637272345
559,559,10,8.837407315868193
560,560,10,8.790536903607203
561,561,10,8.73451682721075
562,562,10,8.719362173205894
563,563,10,8.704233812989527
564,564,10,8.684446933613508
565,565,10,8.664705034715249
566,566,10,8.624555165492803
567,567,10,8.584591339764291
568,568,10,8.547476269327914
569,569,10,8.510491068936453
570,570,10,8.473665904677869
571,571,10,8.437000084070748
572,572,10,8.420630741883086
573,573,10,8.404293159249884
574,574,10,8.400022837859554
575,575,10,8.384509845385185
576,576,10,8.347399693999993
577,577,10,8.310453793520486
578,578,10,8.286834040741077
579,579,10,8.263362830242977
580,580,10,8.239958098416894
581,581,10,8.216619656971991
582,582,10,8.193347318150739
583,583,10,8.193347318150739
584,584,10,8.17972821168449
585,585,10,8.167883238484434
586,586,10,8.162429913601393
587,587,10,8.146984004782517
588,588,10,8.12584286522658
589,589,10,8.124039275111583
590,590,10,8.124039275111583
591,591,10,8.123793706410307
592,592,10,8.123793706410307
593,593,10,8.123793706410307
594,594,10,8.122745012523868
595,595,10,8.121696454012465
596,596,10,8.120648030858622
597,597,10,8.099191541736786
598,598,10,8.079725858419803
599,599,10,8.049339450550152
600,600,10,8.022429658146766
601,601,10,7.995609828023099
602,602,10,7.973864335345197
603,603,10,7.972449143687448
604,604,10,7.971034203196178
605,605,10,7.96961951382681
606,606,10,7.968205075534776
607,607,10,7.968205075534776
608,608,10,7.968205075534776
609,609,10,7.968205075534776
610,610,10,7.968205075534776
611,611,10,7.968205075534776
612,612,10,7.968205075534776
613,613,10,7.943899875878132
614,614,10,7.932475628861705
615,615,10,7.932475628861705
616,616,10,7.932475628861705
617,617,10,7.919484922518522
618,618,10,7.882041530610213
619,619,10,7.844300746823032
620,620,10,7.806740673421015
621,621,10,7.769360445126867
622,622,10,7.749068160668752
623,623,10,7.728828876301371
624,624,10,7.705565874143032
625,625,10,7.680216746619409
626,626,10,7.629800194420206
627,627,10,7.5800920746808975
628,628,10,7.4903287778702685
629,629,10,7.40162845620228
630,630,10,7.317175122709367
631,631,10,7.23368541034122
632,632,10,7.171111324514878
633,633,10,7.109078527947729
634,634,10,7.037301965622594
635,635,10,6.955980104757398
636,636,10,6.944020401163996
637,637,10,6.932081260382433
638,638,10,6.912389600385951
639,639,10,6.912389600385951
640,640,10,6.912389600385951
641,641,10,6.906109041703014
642,642,10,6.899834189500709
643,643,10,6.899834189500709
644,644,10,6.899834189500709
645,645,10,6.899834189500709
646,646,10,6.893741787204015
647,647,10,6.887654764364961
648,648,10,6.8700692614328736
649,649,10,6.842672964862103
650,650,10,6.830958541855048
651,651,10,6.819096917509115
652,652,10,6.794792868206517
653,653,10,6.768393469304477
654,654,10,6.742096638394708
655,655,10,6.715901976975976
656,656,10,6.689809088095321
657,657,10,6.6722758488967004
658,658,10,6.658362258534492
659,659,10,6.658362258534492
660,660,10,6.658057019247736
661,661,10,6.658057019247736
662,662,10,6.658057019247736
663,663,10,6.644168041864659
664,664,10,6.630308037452553
665,665,10,6.616476945572625
666,666,10,6.616476945572625
667,667,10,6.616476945572625
668,668,10,6.616476945572625
669,669,10,6.616476945572625
670,670,10,6.616476945572625
671,671,10,6.606354340898121
672,672,10,6.596247222883093
673,673,10,6.58615556783437
674,674,10,6.576079352095028
675,675,10,6.566018552044334
676,676,10,6.555973144097695
677,677,10,6.554932840717484
678,678,10,6.554932840717484
679,679,10,6.545511810731963
680,680,10,6.545511810731963
681,681,10,6.529746528222137
682,682,10,6.529163921665192
683,683,10,6.528581367090417
684,684,10,6.527998864493175
685,685,10,6.527998864493175
686,686,10,6.527998864493175
687,687,10,6.527998864493175
688,688,10,6.527998864493175
689,689,10,6.5186349732412365
690,690,10,6.509284513740926
691,691,10,6.503891414488801
692,692,10,6.503891414488801
693,693,10,6.498289694032528
694,694,10,6.498289694032528
695,695,10,6.498289694032528
696,696,10,6.485739361813297
697,697,10,6.469571429942473
698,698,10,6.425074362036305
699,699,10,6.380883340531153
700,700,10,6.365499475245128
701,701,10,6.3542143123612504
702,702,10,6.328456851751139
703,703,10,6.301122108697958
704,704,10,6.27390543363438
705,705,10,6.246806316584873
706,706,10,6.217362652061315
707,707,10,6.188057767153554
708,708,10,6.154473136395842
709,709,10,6.122480106087821
710,710,10,6.103658503040246
711,711,10,6.084894760979582
712,712,10,6.066188702030767
713,713,10,6.04754014886556
714,714,10,6.021275221971766
715,715,10,5.995124365653405
716,716,10,5.9690870844932915
717,717,10,5.943162885225873
718,718,10,5.917351276727888
719,719,10,5.890579935162444
720,720,10,5.865917253422189
721,721,10,5.85417863363659
722,722,10,5.831379748734688
723,723,10,5.80866965325745
724,724,10,5.786048001417706
725,725,10,5.76351444877494
726,726,10,5.741294942827014
727,727,10,5.741294942827014
728,728,10,5.741294942827014
729,729,10,5.741294942827014
730,730,10,5.741294942827014
731,731,10,5.741294942827014
732,732,10,5.741294942827014
733,733,10,5.741294942827014
734,734,10,5.741294942827014
735,735,10,5.741294942827014
736,736,10,5.741294942827014
737,737,10,5.741294942827014
738,738,10,5.730036394625564
739,739,10,5.723675089464965
740,740,10,5.717320846424143
741,741,10,5.717320846424143
742,742,10,5.717320846424143
743,743,10,5.717320846424143
744,744,10,5.717320846424143
745,745,10,5.717320846424143
746,746,10,5.717320846424143
747,747,10,5.717320846424143
748,748,10,5.717320846424143
749,749,10,5.717320846424143
750,750,10,5.717320846424143
751,751,10,5.71387639439052
752,752,10,5.71387639439052
753,753,10,5.71387639439052
754,754,10,5.71387639439052
755,755,10,5.71387639439052
756,756,10,5.71387639439052
757,757,10,5.71387639439052
758,758,10,5.71387639439052
759,759,10,5.71387639439052
760,760,10,5.71387639439052
761,761,10,5.71387639439052
762,762,10,5.71387639439052
763,763,10,5.7129659010843925
764,764,10,5.712055552863318
765,765,10,5.711145349704178
766,766,10,5.70146353480123
767,767,10,5.695819060286507
768,768,10,5.695819060286507
769,769,10,5.695819060286507
770,770,10,5.695819060286507
771,771,10,5.695819060286507
772,772,10,5.695819060286507
773,773,10,5.695819060286507
774,774,10,5.695819060286507
775,775,10,5.695819060286507
776,776,10,5.695819060286507
777,777,10,5.695819060286507
778,778,10,5.695819060286507
779,779,10,5.6858720496442
780,780,10,5.6858720496442
781,781,10,5.6858720496442
782,782,10,5.6858720496442
783,783,10,5.6858720496442
784,784,10,5.6858720496442
785,785,10,5.677598043917655
786,786,10,5.656925456952214
787,787,10,5.6363281405234575
788,788,10,5.615805820565362
789,789,10,5.591010939091828
790,790,10,5.563826371478385
791,791,10,5.535929670349638
792,792,10,5.508172841654342
793,793,10,5.4805551840802655
794,794,10,5.471032045007201
795,795,10,5.471032045007201
796,796,10,5.471032045007201
797,797,10,5.471032045007201
798,798,10,5.471032045007201
799,799,10,5.471032045007201
800,800,10,5.471032045007201
801,801,10,5.471032045007201
802,802,10,5.471032045007201
803,803,10,5.471032045007201
804,804,10,5.471032045007201
805,805,10,5.463568950729301
806,806,10,5.456116036939423
807,807,10,5.44539460150971
808,808,10,5.439855560864829
809,809,10,5.434322154517094
810,810,10,5.428794376735314
811,811,10,5.423272221794127
812,812,10,5.419405263542838
813,813,10,5.415541062550544
814,814,10,5.4127850839696405
815,815,10,5.410030507911191
816,816,10,5.407277333661449
817,817,10,5.407277333661449
818,818,10,5.407277333661449
819,819,10,5.407277333661449
820,820,10,5.407277333661449
821,821,10,5.407277333661449
822,822,10,5.407277333661449
823,823,10,5.407277333661449
824,824,10,5.405851910382557
825,825,10,5.404426862862369
826,826,10,5.403002191001831
827,827,10,5.394854714899063
828,828,10,5.392688766608171
829,829,10,5.39052368791104
830,830,10,5.388359478458542
831,831,10,5.386196137901687
832,832,10,5.386196137901687
833,833,10,5.386196137901687
834,834,10,5.386196137901687
835,835,10,5.386196137901687
836,836,10,5.386196137901687
837,837,10,5.385810082206519
838,838,10,5.385810082206519
839,839,10,5.385810082206519
840,840,10,5.385810082206519
841,841,10,5.385810082206519
842,842,10,5.385810082206519
843,843,10,5.385810082206519
844,844,10,5.385810082206519
845,845,10,5.385810082206519
846,846,10,5.385810082206519
847,847,10,5.385810082206519
848,848,10,5.385810082206519
849,849,10,5.385810082206519
850,850,10,5.380471615193903
851,851,10,5.380471615193903
852,852,10,5.37922859274807
853,853,10,5.377161514149998
854,854,10,5.375095229869152
855,855,10,5.373029739600299
856,856,10,5.370965043038323
857,857,10,5.364826286698746
858,858,10,5.362764742481318
859,859,10,5.362764742481318
860,860,10,5.362764742481318
861,861,10,5.362764742481318
862,862,10,5.362764742481318
863,863,10,5.362764742481318
864,864,10,5.362764742481318
865,865,10,5.362764742481318
866,866,10,5.362764742481318
867,867,10,5.362764742481318
868,868,10,5.362491561524545
869,869,10,5.362218394483699
870,870,10,5.36194524135807
871,871,10,5.36194524135807
872,872,10,5.36194524135807
873,873,10,5.36194524135807
874,874,10,5.36194524135807
875,875,10,5.36194524135807
876,876,10,5.36194524135807
877,877,10,5.36194524135807
878,878,10,5.36194524135807
879,879,10,5.36194524135807
880,880,10,5.36194524135807
881,881,10,5.36194524135807
882,882,10,5.3473868114676675
883,883,10,5.332867909746862
884,884,10,5.3216721195171255
885,885,10,5.310499833660831
886,886,10,5.309281746090878
887,887,10,5.309281746090878
888,888,10,5.309281746090878
889,889,10,5.309281746090878
890,890,10,5.309281746090878
891,891,10,5.309281746090878
892,892,10,5.309281746090878
893,893,10,5.309281746090878
894,894,10,5.309281746090878
895,895,10,5.304140287695961
896,896,10,5.304140287695961
897,897,10,5.304140287695961
898,898,10,5.304140287695961
899,899,10,5.304140287695961
900,900,10,5.304140287695961
901,901,10,5.304140287695961
902,902,10,5.298483705582944
903,903,10,5.292833155912409
904,904,10,5.287188632251079
905,905,10,5.287188632251079
906,906,10,5.287188632251079
907,907,10,5.287188632251079
908,908,10,5.2828335679156915
909,909,10,5.2828335679156915
910,910,10,5.2828335679156915
911,911,10,5.278159455208751
912,912,10,5.273489478034251
913,913,10,5.26498712099604
914,914,10,5.26498712099604
915,915,10,5.26226868352229
916,916,10,5.2615192664444725
917,917,10,5.260769956093618
918,918,10,5.260020752454528
919,919,10,5.259271655512004
920,920,10,5.258522665250852
921,921,10,5.258522665250852
922,922,10,5.258522665250852
923,923,10,5.258522665250852
924,924,10,5.257842938784637
925,925,10,5.257163300181135
926,926,10,5.257163300181135
927,927,10,5.255171019952928
928,928,10,5.253179494728947
929,929,10,5.251188724223072
930,930,10,5.251188724223072
931,931,10,5.251188724223072
932,932,10,5.251188724223072
933,933,10,5.251188724223072
934,934,10,5.250692726902033
935,935,10,5.250692726902033
936,936,10,5.250692726902033
937,937,10,5.250692726902033
938,938,10,5.250692726902033
939,939,10,5.250692726902033
940,940,10,5.250692726902033
941,941,10,5.250692726902033
942,942,10,5.2460005516017105
943,943,10,5.230740789650813
944,944,10,5.219768629503048
945,945,10,5.2137865709951
946,946,10,5.206415674656852
947,947,10,5.197089794416628
948,948,10,5.188040517211829
949,949,10,5.186388020365777
950,950,10,5.184736049873714
951,951,10,5.183084605567987
952,952,10,5.181433687280994
953,953,10,5.179783294845189
954,954,10,5.1781334280930755
955,955,10,5.172779833815949
956,956,10,5.172779833815949
957,957,10,5.172779833815949
958,958,10,5.172779833815949
959,959,10,5.172779833815949
960,960,10,5.172779833815949
961,961,10,5.172779833815949
962,962,10,5.172779833815949
963,963,10,5.172779833815949
964,964,10,5.172779833815949
965,965,10,5.172779833815949
966,966,10,5.1721261752859435
967,967,10,5.171472599355525
968,968,10,5.170819106014254
969,969,10,5.170165695251696
970,970,10,5.169512367057415
971,971,10,5.168859121420977
972,972,10,5.166577417856802
973,973,10,5.164296721511247
974,974,10,5.162017031939694
975,975,10,5.1597383486977195
976,976,10,5.157460671341097
977,977,10,5.155183999425795
978,978,10,5.1529083325079785
979,979,10,5.1402701504219435
980,980,10,5.133487866429125
981,981,10,5.126714531260942
982,982,10,5.126714531260942
983,983,10,5.125494022358297
984,984,10,5.125494022358297
985,985,10,5.114481590482162
986,986,10,5.103492819477603
987,987,10,5.089668822922952
988,988,10,5.07588227187621
989,989,10,5.062963740767948
990,990,10,5.050078088366688
991,991,10,5.037225230993461
992,992,10,5.024405085182266
993,993,10,5.011617567679531
994,994,10,5.011617567679531
995,995,10,5.011617567679531
996,996,10,5.011617567679531
997,997,10,5.011617567679531
998,998,10,5.011617567679531
999,999,10,5.011617567679531
